,mahalle,sokak,yil,rayic
29059,TOMTOM MAH.,YENİ ÇARŞI CADDESİ,2008,430.56
29060,TOMTOM MAH.,ACARA SOKAĞI,2007,207.8
29061,TOMTOM MAH.,AKANSU SOKAĞI,2007,207.8
29062,TOMTOM MAH.,ARA GÜLER SOKAĞI,2007,207.8
29063,TOMTOM MAH.,BABAOCAĞI SOKAĞI,2007,103.9
29064,TOMTOM MAH.,BOĞAZKESEN CADDESİ,2007,571.45
29065,TOMTOM MAH.,BOSTANİÇİ CAMİİ SOKAĞI,2007,72.73
29066,TOMTOM MAH.,BOSTANİÇİ ÇEŞME ÇIKMAZI,2007,72.73
29067,TOMTOM MAH.,BOSTANİÇİ SOKAĞI,2007,72.73
29068,TOMTOM MAH.,CAMCI FEVZİ SOKAĞI,2007,114.29
29069,TOMTOM MAH.,CİCİM SOKAĞI,2007,41.56
29070,TOMTOM MAH.,ÇUKUR BOSTAN SOKAĞI,2007,83.12
29071,TOMTOM MAH.,ESKİ ÇİÇEKÇİ SOKAĞI,2007,207.8
29072,TOMTOM MAH.,EVCİL ÇIKMAZI,2007,62.34
29073,TOMTOM MAH.,GÜL BABA SOKAĞI,2007,114.29
29074,TOMTOM MAH.,İSTİKLAL CADDESİ,2007,7480.8
29075,TOMTOM MAH.,KAPIKULU SOKAĞI,2007,93.51
29076,TOMTOM MAH.,KARABAŞ CADDESİ,2007,155.85
29077,TOMTOM MAH.,KARABAŞ DERE SOKAĞI,2007,72.73
29078,TOMTOM MAH.,KARABAŞ KUYU ÇIKMAZI,2007,62.34
29079,TOMTOM MAH.,KAYMAKAM REŞAT BEY SOKAĞI,2007,207.8
29080,TOMTOM MAH.,KIVRINTILI SOKAĞI,2007,57.15
29081,TOMTOM MAH.,KUMBARACI YOKUŞU,2007,415.6
29082,TOMTOM MAH.,KUTUCU KERİM SOKAĞI,2007,83.12
29083,TOMTOM MAH.,MUAMMER KARACA TİYATRO ÇIKMAZI,2007,1558.5
29084,TOMTOM MAH.,NUR-I ZİYA SOKAĞI,2007,259.75
29085,TOMTOM MAH.,ORDU AĞASI SOKAĞI,2007,57.15
29086,TOMTOM MAH.,ÖRTME ALTI SOKAĞI,2007,103.9
29087,TOMTOM MAH.,PARK SOKAĞI,2007,103.9
29088,TOMTOM MAH.,POSTACILAR SOKAĞI,2007,259.75
29089,TOMTOM MAH.,SEFER BOSTAN ÇIKMAZI,2007,62.34
29090,TOMTOM MAH.,SEFER BOSTANI SOKAĞI,2007,83.12
29091,TOMTOM MAH.,SELAHATTİN ODALARI ÇIKMAZI,2007,124.68
29092,TOMTOM MAH.,TERCÜMAN ÇIKMAZI,2007,207.8
29093,TOMTOM MAH.,TOMTOM KAPTAN SOKAĞI,2007,207.8
29094,TOMTOM MAH.,YENİ ÇARŞI CADDESİ,2007,415.6
29095,TOMTOM MAH.,ACARA SOKAĞI,2006,200.0
29096,TOMTOM MAH.,AKANSU SOKAĞI,2006,200.0
29097,TOMTOM MAH.,ARA GÜLER SOKAĞI,2006,200.0
29098,TOMTOM MAH.,BABAOCAĞI SOKAĞI,2006,100.0
29099,TOMTOM MAH.,BOĞAZKESEN CADDESİ,2006,550.0
29100,TOMTOM MAH.,BOSTANİÇİ CAMİİ SOKAĞI,2006,70.0
29101,TOMTOM MAH.,BOSTANİÇİ ÇEŞME ÇIKMAZI,2006,70.0
29102,TOMTOM MAH.,BOSTANİÇİ SOKAĞI,2006,70.0
29103,TOMTOM MAH.,CAMCI FEVZİ SOKAĞI,2006,110.0
29104,TOMTOM MAH.,CİCİM SOKAĞI,2006,40.0
29105,TOMTOM MAH.,ÇUKUR BOSTAN SOKAĞI,2006,80.0
29106,TOMTOM MAH.,ESKİ ÇİÇEKÇİ SOKAĞI,2006,200.0
29107,TOMTOM MAH.,EVCİL ÇIKMAZI,2006,60.0
29108,TOMTOM MAH.,GÜL BABA SOKAĞI,2006,110.0
29109,TOMTOM MAH.,İSTİKLAL CADDESİ,2006,7200.0
29110,TOMTOM MAH.,KAPIKULU SOKAĞI,2006,90.0
29111,TOMTOM MAH.,KARABAŞ CADDESİ,2006,150.0
29112,TOMTOM MAH.,KARABAŞ DERE SOKAĞI,2006,70.0
29113,TOMTOM MAH.,KARABAŞ KUYU ÇIKMAZI,2006,60.0
29114,TOMTOM MAH.,KAYMAKAM REŞAT BEY SOKAĞI,2006,200.0
29115,TOMTOM MAH.,KIVRINTILI SOKAĞI,2006,55.0
29116,TOMTOM MAH.,KUMBARACI YOKUŞU,2006,400.0
29117,TOMTOM MAH.,KUTUCU KERİM SOKAĞI,2006,80.0
29118,TOMTOM MAH.,MUAMMER KARACA TİYATRO ÇIKMAZI,2006,1500.0
29119,TOMTOM MAH.,NUR-I ZİYA SOKAĞI,2006,250.0
29120,TOMTOM MAH.,ORDU AĞASI SOKAĞI,2006,55.0
29121,TOMTOM MAH.,ÖRTME ALTI SOKAĞI,2006,100.0
29122,TOMTOM MAH.,PARK SOKAĞI,2006,100.0
29123,TOMTOM MAH.,POSTACILAR SOKAĞI,2006,250.0
29124,TOMTOM MAH.,SEFER BOSTAN ÇIKMAZI,2006,60.0
29125,TOMTOM MAH.,SEFER BOSTANI SOKAĞI,2006,80.0
29126,TOMTOM MAH.,SELAHATTİN ODALARI ÇIKMAZI,2006,120.0
29127,TOMTOM MAH.,TERCÜMAN ÇIKMAZI,2006,200.0
29128,TOMTOM MAH.,TOMTOM KAPTAN SOKAĞI,2006,200.0
29129,TOMTOM MAH.,YENİ ÇARŞI CADDESİ,2006,400.0
29130,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2020,3348.9
29131,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2020,4395.9
29132,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2020,5547.47
29133,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2020,7746.05
29134,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2020,15597.92
29135,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2020,6594.47
29136,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2020,3348.9
29137,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2020,5547.47
29138,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2020,5547.47
29139,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2020,6594.47
29140,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2020,6594.47
29141,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2020,3348.9
29142,YAHYAKAHYA MAH.,NEVA SOKAĞI,2020,6594.47
29143,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2020,3348.9
29144,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2020,3348.9
29145,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2020,3348.9
29146,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2020,25124.24
29147,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2020,6594.47
29148,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2020,3348.9
29149,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2020,5547.47
29150,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2020,6594.47
29151,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2020,2197.32
29152,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2020,3348.9
29153,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2019,3009.16
29154,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2019,3949.95
29155,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2019,4984.7
29156,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2019,6960.24
29157,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2019,14015.56
29158,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2019,5925.48
29159,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2019,3009.16
29160,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2019,4984.7
29161,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2019,4984.7
29162,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2019,5925.48
29163,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2019,5925.48
29164,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2019,3009.16
29165,YAHYAKAHYA MAH.,NEVA SOKAĞI,2019,5925.48
29166,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2019,3009.16
29167,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2019,3009.16
29168,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2019,3009.16
29169,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2019,22575.47
29170,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2019,5925.48
29171,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2019,3009.16
29172,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2019,4984.7
29173,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2019,5925.48
29174,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2019,1974.41
29175,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2019,3009.16
29176,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2018,2690.0
29177,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2018,3531.0
29178,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2018,4456.0
29179,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2018,6222.0
29180,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2018,12529.0
29181,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2018,5297.0
29182,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2018,2690.0
29183,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2018,4456.0
29184,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2018,4456.0
29185,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2018,5297.0
29186,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2018,5297.0
29187,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2018,2690.0
29188,YAHYAKAHYA MAH.,NEVA SOKAĞI,2018,5297.0
29189,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2018,2690.0
29190,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2018,2690.0
29191,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2018,2690.0
29192,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2018,20181.0
29193,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2018,5297.0
29194,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2018,2690.0
29195,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2018,4456.0
29196,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2018,5297.0
29197,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2018,1765.0
29198,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2018,2690.0
29199,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2017,1793.95
29200,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2017,2354.55
29201,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2017,2971.23
29202,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2017,4148.51
29203,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2017,8353.08
29204,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2017,3531.83
29205,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2017,1793.95
29206,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2017,2971.23
29207,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2017,2971.23
29208,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2017,3531.83
29209,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2017,3531.83
29210,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2017,1793.95
29211,YAHYAKAHYA MAH.,NEVA SOKAĞI,2017,3531.83
29212,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2017,1793.95
29213,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2017,1793.95
29214,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2017,1793.95
29215,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2017,13454.62
29216,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2017,3531.83
29217,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2017,1793.95
29218,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2017,2971.23
29219,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2017,3531.83
29220,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2017,1177.27
29221,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2017,1793.95
29222,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2016,1727.77
29223,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2016,2267.7
29224,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2016,2861.62
29225,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2016,3995.48
29226,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2016,8044.95
29227,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2016,3401.56
29228,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2016,1727.77
29229,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2016,2861.62
29230,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2016,2861.62
29231,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2016,3401.56
29232,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2016,3401.56
29233,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2016,1727.77
29234,YAHYAKAHYA MAH.,NEVA SOKAĞI,2016,3401.56
29235,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2016,1727.77
29236,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2016,1727.77
29237,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2016,1727.77
29238,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2016,12958.32
29239,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2016,3401.56
29240,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2016,1727.77
29241,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2016,2861.62
29242,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2016,3401.56
29243,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2016,1133.85
29244,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2016,1727.77
29245,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2015,1680.88
29246,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2015,2206.15
29247,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2015,2783.95
29248,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2015,3887.03
29249,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2015,7826.59
29250,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2015,3309.23
29251,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2015,1680.88
29252,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2015,2783.95
29253,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2015,2783.95
29254,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2015,3309.23
29255,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2015,3309.23
29256,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2015,1680.88
29257,YAHYAKAHYA MAH.,NEVA SOKAĞI,2015,3309.23
29258,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2015,1680.88
29259,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2015,1680.88
29260,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2015,1680.88
29261,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2015,12606.6
29262,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2015,3309.23
29263,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2015,1680.88
29264,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2015,2783.95
29265,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2015,3309.23
29266,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2015,1103.07
29267,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2015,1680.88
29268,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2014,1600.0
29269,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2014,2100.0
29270,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2014,2650.0
29271,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2014,3700.0
29272,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2014,7450.0
29273,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2014,3150.0
29274,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2014,1600.0
29275,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2014,2650.0
29276,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2014,2650.0
29277,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2014,3150.0
29278,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2014,3150.0
29279,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2014,1600.0
29280,YAHYAKAHYA MAH.,NEVA SOKAĞI,2014,3150.0
29281,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2014,1600.0
29282,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2014,1600.0
29283,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2014,1600.0
29284,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2014,12000.0
29285,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2014,3150.0
29286,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2014,1600.0
29287,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2014,2650.0
29288,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2014,3150.0
29289,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2014,1050.0
29290,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2014,1600.0
29291,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2013,1573.82
29292,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2013,2098.42
29293,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2013,2623.03
29294,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2013,3672.23
29295,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2013,7406.19
29296,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2013,3147.64
29297,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2013,1573.82
29298,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2013,2623.03
29299,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2013,2623.03
29300,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2013,3147.64
29301,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2013,3147.64
29302,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2013,1573.82
29303,YAHYAKAHYA MAH.,NEVA SOKAĞI,2013,3147.64
29304,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2013,1573.82
29305,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2013,1573.82
29306,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2013,1573.82
29307,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2013,11541.31
29308,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2013,3147.64
29309,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2013,1573.82
29310,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2013,2623.03
29311,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2013,3147.64
29312,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2013,1049.21
29313,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2013,1573.82
29314,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2012,1459.95
29315,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2012,1946.59
29316,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2012,2433.24
29317,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2012,3406.53
29318,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2012,6870.31
29319,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2012,2919.89
29320,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2012,1459.95
29321,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2012,2433.24
29322,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2012,2433.24
29323,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2012,2919.89
29324,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2012,2919.89
29325,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2012,1459.95
29326,YAHYAKAHYA MAH.,NEVA SOKAĞI,2012,2919.89
29327,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2012,1459.95
29328,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2012,1459.95
29329,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2012,1459.95
29330,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2012,10706.23
29331,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2012,2919.89
29332,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2012,1459.95
29333,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2012,2433.24
29334,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2012,2919.89
29335,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2012,973.3
29336,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2012,1459.95
29337,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2011,1324.09
29338,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2011,1765.45
29339,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2011,2206.82
29340,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2011,3089.54
29341,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2011,6231.0
29342,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2011,2648.18
29343,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2011,1324.09
29344,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2011,2206.82
29345,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2011,2206.82
29346,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2011,2648.18
29347,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2011,2648.18
29348,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2011,1324.09
29349,YAHYAKAHYA MAH.,NEVA SOKAĞI,2011,2648.18
29350,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2011,1324.09
29351,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2011,1324.09
29352,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2011,1324.09
29353,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2011,9709.98
29354,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2011,2648.18
29355,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2011,1324.09
29356,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2011,2206.82
29357,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2011,2648.18
29358,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2011,882.73
29359,YAHYAKAHYA MAH.,ZEYTİN DALI SOKAK,2011,1324.09
29360,YAHYAKAHYA MAH.,ALTI OCAK SOKAĞI,2010,1275.0
29361,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI ÇIKMAZI,2010,1700.0
29362,YAHYAKAHYA MAH.,AŞIKLAR MEYDANI SOKAĞI,2010,2125.0
29363,YAHYAKAHYA MAH.,AYNALI ÇEŞME CADDESİ,2010,2975.0
29364,YAHYAKAHYA MAH.,BAHRİYE CADDESİ,2010,6000.0
29365,YAHYAKAHYA MAH.,ÇİVİCİ SOKAĞI,2010,2550.0
29366,YAHYAKAHYA MAH.,DENİZCİ SOKAĞI,2010,1275.0
29367,YAHYAKAHYA MAH.,ESKİ KARAKOL SOKAĞI,2010,2125.0
29368,YAHYAKAHYA MAH.,KARACI ÇIKMAZI,2010,2125.0
29369,YAHYAKAHYA MAH.,KASIMPAŞA BOSTANI SOKAĞI,2010,2550.0
29370,YAHYAKAHYA MAH.,KASIMPAŞA YAĞHANESİ SOKAĞI,2010,2550.0
29371,YAHYAKAHYA MAH.,LEVENT ÇIKMAZI,2010,1275.0
29372,YAHYAKAHYA MAH.,NEVA SOKAĞI,2010,2550.0
29373,YAHYAKAHYA MAH.,ORTA MEKTEP SOKAĞI,2010,1275.0
29374,YAHYAKAHYA MAH.,PİRİNÇÇİ KAHYA SOKAĞI,2010,1275.0
29375,YAHYAKAHYA MAH.,PİYADE ÇIKMAZI,2010,1275.0
29376,YAHYAKAHYA MAH.,REFİK SAYDAM CADDESİ,2010,9350.0
29377,YAHYAKAHYA MAH.,SİPAHİ FIRINI SOKAĞI,2010,2550.0
29378,YAHYAKAHYA MAH.,ŞEHİT ŞEYHMUZ DEMİR SOKAĞI,2010,1275.0
29379,YAHYAKAHYA MAH.,TAHTA FIRIN SOKAĞI,2010,2125.0
29380,YAHYAKAHYA MAH.,YAKUPAĞA SOKAĞI,2010,2550.0
29381,YAHYAKAHYA MAH.,YILDIZ SOKAĞI,2010,850.0
